id,company,role,location,industry,required_skills,duration_months,stipend
INT756,Cognizant,Operations Associate,City_237,Analytics,"['Confluence', 'Six Sigma', 'Raspberry Pi']",3,17267
INT757,Tata Steel,Network Engineer,City_129,Defense,"['Deep Learning', 'Problem Solving', 'Data Entry']",3,13335
INT758,Aditya Birla,Customer Support,City_346,Water & Sanitation,"['ServiceNow', 'Power BI', 'Electronics Repair', 'Bash', 'Claims Processing', 'Java']",6,22784
INT759,Mahindra,Financial Analyst,Nashik,Handicrafts,"['Painting', 'Bookkeeping', 'PLC', 'Penetration Testing', 'ISO 27001']",3,10575
INT760,Bajaj,Operations Associate,City_286,Handicrafts,"['NLP', 'Auditing', 'Welding', 'Vue']",3,16150
INT761,Mahindra,Cybersecurity Analyst,City_278,Event Management,"['Compliance', 'Requirements Gathering', 'Vue', 'Customer Service']",6,21497
INT762,Maruti Suzuki,Customer Support,City_184,Industry_009,"['MS Word', 'Cybersecurity', 'KYC', 'Typing', 'Git', 'Community Mobilization']",6,19327
INT763,Tata Steel,Customer Support,City_245,Hospitality,"['SharePoint', 'GitHub', 'JavaScript', 'KYC', 'Time Management']",6,18038
INT764,Mahindra,DevOps Engineer,City_338,Sports,"['Taxation', 'Branding', 'Figma']",12,15449
INT765,Tata Steel,Digital Marketer,Madurai,Sports,"['Git', 'CATIA', 'Docker', 'GitHub', 'Bash']",6,5282
INT766,Maruti Suzuki,ML Engineer,City_274,Warehousing,"['Store Management', 'Zoho', 'UAV Operation', 'Painting']",6,10505
INT767,Maruti Suzuki,Mobile App Developer,City_154,Leather,"['SolidWorks', 'HR', 'Networking']",12,13255
INT768,Cognizant,Cloud Engineer,City_331,Finance,"['Git', 'ServiceNow']",3,13050
INT769,Cognizant,Project Manager,Guwahati,GovTech,"['3D Printing', 'GitHub', 'PCB Design', 'C++', 'SharePoint', 'C']",12,18680
INT770,Reliance,Cloud Engineer,City_228,Education,"['Cold Chain', 'Inventory Management', 'Python']",6,16229
INT771,Tech Mahindra,Content Strategist,Vasai-Virar,Sports,"['Compliance', 'Cybersecurity', 'Powershell', 'Spring']",6,14340
INT772,Aditya Birla,Data Analyst,Surat,Industry_006,"['VLSI Basics', 'Express', 'React']",12,7765
INT773,Bajaj,Product Manager,City_126,Oil & Gas,"['MS PowerPoint', 'Welding', 'GitLab']",3,10253
INT774,HDFC Bank,Content Strategist,City_238,Agriculture,"['Electronics Repair', 'Adobe XD']",6,5189
INT775,Tata Steel,Data Analyst,City_215,Healthcare,"['Azure', 'Postman', 'Presentation', 'Drones', 'NoSQL', 'Inside Sales']",6,14207
INT776,Reliance,ML Engineer,City_215,Consulting,"['Labor Laws', 'MATLAB', 'Logistics', 'Digital Marketing', 'Figma']",12,22226
INT777,Tata Steel,Growth Marketer,City_182,Finance,"['3D Printing', 'Field Sales']",3,20172
INT778,Wipro,UI/UX Designer,City_139,Handloom,"['Quality Assurance', 'Payroll']",12,9804
INT779,Tech Mahindra,Product Manager,City_345,Biotechnology,"['Penetration Testing', 'SharePoint', 'HR']",3,5407
INT780,Aditya Birla,Data Engineer,City_317,FinTech,"['Retail Operations', 'Deep Learning', 'Labor Laws', 'Copywriting']",3,11555
INT781,Tata Steel,ML Engineer,City_200,Renewable Energy,"['SEO', 'Tableau', 'Risk Assessment', 'Penetration Testing']",6,10854
INT782,Mahindra,Financial Analyst,City_338,Metals,"['Taxation', 'ISO 9001', 'Talent Acquisition', 'Microfinance', 'SQL', 'Payroll']",12,11829
INT783,Maruti Suzuki,Project Manager,City_310,AgriTech,"['Carpentry', 'CSS', 'Marketing']",6,7276
INT784,Mahindra,Marketing Associate,City_175,Automotive,"['AutoCAD', 'Employee Engagement', 'TypeScript', 'Machine Learning', 'Teamwork', 'Welding']",12,23501
INT785,HCL,Cloud Engineer,City_154,Industry_004,"['HTML', 'Git', 'SEO']",12,12182
INT786,Mahindra,Business Analyst,City_137,Industry_013,"['Express', 'NGO Program Support', 'Leadership', 'Git']",3,13803
INT787,ICICI Bank,Copywriter,City_172,Courier,"['Supply Chain', '3D Printing', 'Jira', 'Manual Testing', 'CNC', 'Field Survey']",3,10423
INT788,ICICI Bank,Full Stack Developer,City_151,Industry_013,"['Financial Modeling', 'AML', 'Canva', 'GST', 'Field Survey', 'AWS']",6,23330
INT789,Bajaj,Data Analyst,City_144,Industry_003,"['GitHub', 'Penetration Testing', 'Creativity', 'Labor Laws', 'Insurance Underwriting']",12,13723
INT790,Infosys,QA Engineer,Pune,Technology,"['Salesforce', 'Graphic Design', 'Problem Solving', 'Plumbing', 'Google Analytics', 'Communication']",12,13779
INT791,Wipro,Data Scientist,City_201,Industry_007,"['Accessibility', 'Inside Sales', 'PowerApps', 'Electronics Repair']",12,5524
INT792,Tech Mahindra,Customer Support,Visakhapatnam,Sports,"['ISO 9001', 'MS Excel', 'Express']",6,19003
INT793,TCS,Business Analyst,City_251,Cybersecurity,"['Claims Processing', 'NLP', 'Content Writing', 'Adobe XD', 'Selenium']",12,22122
INT794,HDFC Bank,Project Manager,Kaithal,Smart Cities,"['Procurement', 'Store Management']",6,7698
INT795,L&T,Technical Support,City_232,Cloud Services,"['Recruitment', 'Jira', 'Six Sigma', 'MATLAB']",12,17704
INT796,Maruti Suzuki,Product Manager,City_207,MSME,"['Financial Modeling', 'Drones']",6,7855
INT797,L&T,Digital Marketer,City_265,Industry_010,"['3D Printing', 'SQL', 'Django', 'DevOps', 'Automation Testing', '5S']",12,10470
INT798,Bajaj,Content Strategist,Salem,Finance,"['Branding', 'CRM', 'HTML', 'Medical Coding', 'Selenium', 'Remote Sensing']",12,17617
INT799,TCS,Business Analyst,City_121,Wind,"['Microfinance', 'L&D', 'SQL', 'Salesforce', 'NoSQL']",3,13125
INT800,Mahindra,Project Manager,City_218,Entertainment,"['Project Management', 'UI/UX', 'Go', 'Procurement', 'Communication', 'GIS']",6,11913
INT801,TCS,Content Strategist,City_208,Roads & Highways,"['AutoCAD', 'Cloud']",3,11009
INT802,Reliance,Copywriter,City_244,Food & Beverage,"['Community Mobilization', 'Data Analysis', 'VLSI Basics', 'JavaScript']",12,19815
INT803,L&T,QA Engineer,City_260,Handicrafts,"['Figma', 'Problem Solving', 'Field Survey', 'Lead Generation']",12,24588
INT804,Maruti Suzuki,Content Strategist,Meerut,Metals,"['Microfinance', 'Vulnerability Assessment', '3D Printing', 'Recruitment', 'Social Media']",12,10543
INT805,Tata Steel,HR Assistant,City_317,Aviation,"['Inventory Management', 'Go', 'KYC', 'Google Analytics', 'Solar Installation']",6,5717
INT806,Tech Mahindra,Automation Tester,City_327,Food Processing,"['AWS', 'R', 'Nursing Assistance', 'Selenium', 'Django', 'Documentation']",12,23383
INT807,Reliance,Technical Support,Vijayawada,Panchayati Raj,"['Packaging', 'Merchandising', 'Quality Assurance', 'Rust', 'Cold Chain']",6,11748
INT808,Wipro,Content Strategist,Amritsar,Industry_012,"['Inventory Management', 'Social Work']",3,23935
INT809,Cognizant,Growth Marketer,City_347,Finance,"['Cybersecurity', 'SCADA', 'GitLab', 'NGO Program Support', 'Time Management']",12,7624
INT810,Aditya Birla,Operations Associate,City_275,Construction,"['R', 'CAD', 'CI/CD', 'Talent Acquisition', 'EHR Systems']",6,11687
INT811,Maruti Suzuki,Customer Support,City_120,Urban Development,"['JMeter', 'Claims Processing']",3,22494
INT812,Reliance,Content Strategist,City_158,Advertising,"['Git', 'Warehouse Operations', 'Electrical Wiring', 'SEM']",3,5989
INT813,HCL,Cybersecurity Analyst,City_303,Rural Development,"['Machine Learning', 'FSSAI Compliance', 'CSR Implementation']",3,15709
INT814,HDFC Bank,Automation Tester,City_328,Gaming,"['Power BI', 'Digital Marketing']",6,23532
INT815,Bajaj,Copywriter,City_231,Manufacturing,"['Arduino', 'GitLab', 'Flask', 'VLSI Basics', 'HubSpot']",12,19391
INT816,HCL,Software Developer,City_189,FinTech,"['MS Word', 'Kubernetes', 'Business Analysis', 'Design Systems', 'CAD', 'Adaptability']",12,14107
INT817,Aditya Birla,Customer Support,City_126,Media,"['Power Automate', 'Nursing Assistance', 'Food Processing']",12,7468
INT818,Mahindra,Network Engineer,City_276,Biotechnology,"['Lean', 'Problem Solving', 'Java', 'Operations', 'Painting']",6,13882
INT819,Aditya Birla,Product Manager,City_348,Biotechnology,"['GIS', 'MS Word', 'SCADA', 'Rural Outreach']",3,8373
INT820,Reliance,QA Engineer,City_130,Industry_013,"['Merchandising', 'Drones', 'Azure', 'Surveying', 'Time Management', 'Deep Learning']",6,5048
INT821,HCL,Growth Marketer,City_230,Industry_014,"['Tableau', '5S']",3,24630
INT822,Wipro,Copywriter,City_323,Food Processing,"['Manual Testing', 'React']",3,6018
INT823,L&T,QA Engineer,City_277,Retail,"['Solar Installation', 'Flask', 'Selenium', 'Docker', 'Inventory Management', 'DevOps']",12,10426
INT824,Bajaj,Growth Marketer,City_213,MSME,"['Remote Sensing', 'CSR Implementation', 'Content Writing']",6,22254
INT825,ICICI Bank,Technical Support,Bhopal,Beauty & Wellness,"['JMeter', 'GCP']",12,21634
INT826,Aditya Birla,Operations Associate,City_174,CSR,"['Wind Turbine Basics', 'GIS', 'Six Sigma']",12,14031
INT827,Infosys,Data Scientist,City_215,Panchayati Raj,"['Payroll', 'Electronics Repair']",12,8680
INT828,Tata Steel,Supply Chain Analyst,City_198,Biotechnology,"['Lean', 'Warehouse Operations', 'Logistics']",3,5509
INT829,L&T,Data Analyst,City_272,Hospitality,"['Product Management', 'Carpentry']",3,19951
INT830,TCS,QA Engineer,Sambalpur,Horticulture,"['FSSAI Compliance', 'Documentation', 'Marketing']",6,12154
INT831,ICICI Bank,Customer Support,City_305,Mining,"['Wind Turbine Basics', 'Scrum', 'CRM']",12,20877
INT832,Cognizant,Software Developer,Madurai,Logistics,"['Claims Processing', 'Risk Assessment']",6,9672
INT833,HDFC Bank,Cloud Engineer,City_337,Oil & Gas,"['Cold Chain', 'PCB Design', 'JavaScript']",12,7949
INT834,Cognizant,DevOps Engineer,City_115,Smart Cities,"['Agile', 'C++', 'Bash', 'SolidWorks']",6,23673
INT835,Mahindra,Content Writer,Dhanbad,Banking,"['GST', 'Remote Sensing', 'Field Survey', 'Manual Testing', 'Python', 'MATLAB']",6,12939
INT836,Reliance,Marketing Associate,Nellore,Industry_012,"['HTML', 'Accounting', 'Adobe XD', 'Medical Coding']",6,13383
INT837,L&T,Technical Support,Jodhpur,Industry_004,"['Employee Engagement', 'ServiceNow', 'Financial Modeling', 'PowerApps', 'Marketing', 'Food Processing']",3,12964
INT838,Tech Mahindra,Content Writer,City_140,Public Health,"['GCP', 'R', 'Accounting', 'Cashier', 'CNC', 'Automation Testing']",6,13151
INT839,L&T,Digital Marketer,City_142,Industry_006,"['HR', 'DevOps', 'Penetration Testing', 'STATA', 'Design Systems']",6,6259
INT840,Reliance,Content Writer,City_238,Legal,"['MS Word', 'Cold Chain', 'Digital Marketing', 'Industrial Safety', 'Node.js', 'MATLAB']",6,24053
INT841,HDFC Bank,Operations Associate,City_249,Event Management,"['Cloud', 'Risk Assessment', 'React']",6,11094
INT842,Bajaj,HR Assistant,City_199,Warehousing,"['HR', 'CAM', 'Welding']",3,5363
INT843,Reliance,Copywriter,City_204,Energy,"['CNC', 'Industrial Safety', 'Cold Chain', 'GitLab', 'Networking']",6,17352
INT844,Bajaj,Operations Associate,City_308,Beauty & Wellness,"['Electrical Wiring', 'Claims Processing', 'Raspberry Pi']",12,22962
INT845,HCL,UI/UX Designer,City_165,Industry_011,"['Claims Processing', 'ISO 9001', 'Inventory Management', 'CATIA', 'Adaptability', 'Postman']",12,21234
INT846,Mahindra,Supply Chain Analyst,Siliguri,Oil & Gas,"['C', 'Social Media', 'SPSS', 'Agile', 'Jira']",12,10657
INT847,TCS,HR Assistant,City_129,Legal,"['NLP', 'Field Sales', 'SIEM']",12,22297
INT848,Tata Steel,UI/UX Designer,City_307,Transportation,"['STATA', 'Warehouse Operations', 'C++']",3,5144
INT849,Cognizant,Data Scientist,City_149,Food Processing,"['Surveying', 'Drones']",12,20283
INT850,Cognizant,Content Writer,Gaya,Advertising,"['ServiceNow', 'Branding']",12,12432
INT851,Tech Mahindra,Data Analyst,City_146,Industry_008,"['Node.js', 'Figma', 'Copywriting', 'R', 'JavaScript', 'Vulnerability Assessment']",12,23838
INT852,Mahindra,Marketing Associate,Udaipur,Analytics,"['Lean', 'MATLAB', 'SQL', 'Electronics Repair', 'Embedded Systems', 'Typing']",6,15722
INT853,Tech Mahindra,Automation Tester,City_197,Food Processing,"['AML', 'SharePoint', 'Food Safety']",12,9437
INT854,HDFC Bank,Data Engineer,Hyderabad,Environmental Services,"['Laboratory Technician', 'Remote Sensing', 'DevOps', 'Vue', 'Creativity', 'Bash']",3,16037
INT855,Tech Mahindra,Product Manager,Bhopal,CSR,"['L&D', 'IoT', 'Statistics', 'Carpentry', 'Confluence']",12,18129
INT856,Wipro,Data Engineer,City_292,Industry_014,"['SQL', 'Remote Sensing', 'Financial Modeling', 'Inventory Management', 'MS Excel', 'MATLAB']",3,7791
INT857,Mahindra,Automation Tester,City_187,Banking,"['Manual Testing', 'VLSI Basics']",6,18403
INT858,Infosys,Data Engineer,City_270,Handicrafts,"['CRM', 'ISO 9001', 'CI/CD', 'Rural Outreach', 'Social Work', 'Remote Sensing']",12,14515
INT859,Tech Mahindra,Full Stack Developer,Chennai,CleanTech,"['Zoho', 'Branding', 'Public Speaking']",6,8949
INT860,Tata Steel,Cloud Engineer,City_163,Shared Services,"['Drones', 'Cybersecurity']",6,15346
INT861,Tech Mahindra,Content Writer,Moradabad,Finance,"['Leadership', 'Public Speaking']",6,11437
INT862,Aditya Birla,Cloud Engineer,Jabalpur,Ports & Shipping,"['Django', 'Canva', 'Talent Acquisition', 'Machine Learning']",12,10876
INT863,TCS,DevOps Engineer,City_171,Marketing Services,"['PCB Design', 'POS Systems', 'Node.js', 'Electronics Repair', 'Penetration Testing', 'Creativity']",6,11336
INT864,HCL,Finance Intern,Agra,Cold Chain,"['Insurance Underwriting', 'Powershell', 'Content Writing', 'Email Marketing']",6,19698
INT865,HDFC Bank,Recruiter,City_312,Technology,"['Teamwork', 'Compliance', 'Go', 'Quality Assurance']",12,22515
INT866,Reliance,Full Stack Developer,Noida,Industry_014,"['Google Analytics', 'Flask', 'Java']",12,20415
INT867,Reliance,Marketing Associate,Vijayawada,Industry_014,"['Node.js', 'SharePoint', 'Lean', 'Masonry', 'SQL', 'Phlebotomy']",12,16707
INT868,Infosys,Financial Analyst,City_123,Beauty & Wellness,"['MS PowerPoint', 'Electronics Repair', 'Customer Relationship']",3,13781
INT869,ICICI Bank,Content Writer,Bhiwani,Insurance,"['Raspberry Pi', 'Node.js']",12,16600
INT870,L&T,Software Developer,City_177,Renewable Energy,"['KYC', 'Data Analysis', 'Store Management', 'Claims Processing', 'NLP', 'Inside Sales']",6,13538
INT871,HDFC Bank,Cybersecurity Analyst,City_318,Dairy,"['Agile', 'Raspberry Pi', 'Food Safety', 'Tableau']",6,6536
INT872,Aditya Birla,Financial Analyst,City_243,Technology,"['Digital Marketing', 'C++']",12,13055
INT873,Cognizant,Content Strategist,Pune,Industry_006,"['Sales', 'Email Marketing', 'R', 'Typing']",6,5602
INT874,Maruti Suzuki,Product Manager,City_310,Industry_006,"['DevOps', 'GitLab', 'Data Analysis', 'Typing', 'Go', 'Packaging']",3,24286
INT875,Reliance,Content Writer,Akola,Industry_013,"['Product Management', 'Adaptability']",6,22825
INT876,L&T,Content Writer,City_143,Research,"['Drones', 'Quality Assurance']",12,22710
INT877,TCS,DevOps Engineer,City_201,Water & Sanitation,"['IoT', 'Medical Coding', 'Salesforce']",3,17521
INT878,HDFC Bank,Cybersecurity Analyst,City_224,Industry_005,"['Vulnerability Assessment', 'POS Systems', 'Accessibility', 'HubSpot', 'Recruitment', 'MATLAB']",3,6818
INT879,Cognizant,UI/UX Designer,City_310,Urban Development,"['Documentation', 'TypeScript', 'Problem Solving', 'Critical Thinking']",3,19155
INT880,Mahindra,Data Analyst,City_259,Industry_007,"['CATIA', 'Communication', 'HTML', 'PCB Design', 'Git', 'Food Processing']",12,8849
INT881,Bajaj,Cybersecurity Analyst,City_315,Agriculture,"['Merchandising', 'Nursing Assistance', 'Masonry', 'Digital Marketing', 'Adobe XD', 'Data Analysis']",3,11543
INT882,Aditya Birla,Full Stack Developer,Malegaon,Metals,"['Computer Vision', 'NLP', 'CRM', 'MS PowerPoint', 'Requirements Gathering']",12,16092
INT883,L&T,Data Analyst,City_176,Construction,"['Product Management', 'Powershell', 'Drones', 'R', 'Power BI']",12,18214
INT884,TCS,Business Analyst,City_233,Industry_002,"['GCP', 'JavaScript', 'Google Analytics']",3,24681
INT885,Cognizant,Financial Analyst,City_348,Technology,"['ISO 9001', 'Business Analysis', 'Investment Research', 'Retail Operations', 'Marketing']",6,20736
INT886,Tata Steel,Cybersecurity Analyst,Aurangabad,Rural Development,"['Solar Installation', 'Penetration Testing', 'Data Analysis']",6,7081
INT887,HDFC Bank,Content Writer,Jabalpur,Marketing Services,"['Salesforce', 'Store Management', 'Project Management', 'PLC', 'Business Analysis', 'Talent Acquisition']",6,17697
INT888,Reliance,DevOps Engineer,City_209,Warehousing,"['Field Sales', 'EHR Systems', 'Field Survey']",12,17318
INT889,Cognizant,Software Developer,City_187,Public Sector,"['AWS', 'Risk Assessment']",6,7414
INT890,Tata Steel,Recruiter,City_155,Healthcare,"['Tally', 'Presentation', 'CATIA']",6,5194
INT891,HCL,Data Engineer,City_199,Social Welfare,"['React', 'Lead Generation', 'Angular', 'Logistics', 'Accessibility']",3,17983
INT892,Reliance,Product Manager,City_223,Finance,"['CSS', 'MATLAB', 'Insurance Underwriting', 'MS Word']",12,7874
INT893,Aditya Birla,QA Engineer,City_220,EdTech,"['Carpentry', 'Data Entry']",12,8954
INT894,TCS,Full Stack Developer,Fatehabad,Entertainment,"['Electronics Repair', 'R']",3,6923
INT895,Maruti Suzuki,Network Engineer,City_122,Analytics,"['Azure', 'Investment Research']",3,5763
INT896,Bajaj,Project Manager,City_174,Construction,"['NGO Program Support', 'JMeter', 'Rural Outreach']",6,23626
INT897,Mahindra,Cybersecurity Analyst,City_306,Wind,"['Power BI', 'PLC', 'Remote Sensing']",3,17858
INT898,TCS,Data Analyst,City_320,Industry_006,"['Compliance', 'CSS', 'Cloud', 'Postman', 'Finance', 'Teamwork']",6,15540
INT899,HDFC Bank,Customer Support,City_140,Research,"['AWS', 'CSS', 'Sales', 'SEO', 'Risk Assessment', 'CATIA']",12,14224
INT900,Tata Steel,Business Analyst,City_169,Shared Services,"['Deep Learning', 'SPSS', 'CATIA', 'JavaScript', 'Masonry', 'CAD']",3,22957
INT901,Bajaj,Content Writer,City_179,Research,"['MS Word', 'UI/UX', 'Digital Marketing', 'Social Work']",6,18046
INT902,Reliance,Cloud Engineer,Bellary,Gaming,"['DevOps', 'SPSS', 'Teamwork', 'VLSI Basics']",6,6714
INT903,ICICI Bank,Cybersecurity Analyst,City_209,Mining,"['Accessibility', 'Cold Chain']",3,18762
INT904,Tech Mahindra,DevOps Engineer,City_159,Panchayati Raj,"['Rust', 'Manual Testing', 'C++', 'Content Writing', 'Solar Installation']",3,18814
INT905,Cognizant,Data Engineer,City_208,Healthcare,"['Penetration Testing', 'Accounting', 'Flask']",6,21514
INT906,ICICI Bank,Software Developer,Coimbatore,Oil & Gas,"['Packaging', 'Java', 'Spring']",6,12549
INT907,Aditya Birla,Network Engineer,City_326,Agriculture,"['Leadership', 'NLP', 'Google Analytics', 'Payroll', 'Angular']",6,22254
INT908,Mahindra,Operations Associate,Amritsar,Oil & Gas,"['GitLab', 'Jira', 'Social Media']",3,11854
INT909,HCL,Operations Associate,City_168,CleanTech,"['CNC', 'Documentation', 'Vue', 'Laboratory Technician', 'GST']",6,16972
INT910,HCL,ML Engineer,City_349,Waste Management,"['Industrial Safety', 'Angular', 'Sales', 'Merchandising', 'JMeter']",3,23765
INT911,Cognizant,Network Engineer,Jodhpur,Industry_012,"['Solar Installation', 'PLC', 'MS Excel', 'Procurement', 'Labor Laws', 'AML']",6,18258
INT912,Bajaj,UI/UX Designer,City_220,Environmental Services,"['SPSS', 'SolidWorks', 'Accessibility', 'Cybersecurity', 'Inside Sales']",12,24899
INT913,Mahindra,Project Manager,City_322,Event Management,"['JMeter', 'Procurement', 'AutoCAD', 'Java', 'Tally', 'Pharmacy Assistance']",6,6611
INT914,Maruti Suzuki,Cloud Engineer,City_125,Industry_010,"['5S', 'Insurance Underwriting', 'Machine Learning', 'Typing', 'Documentation']",3,5195
INT915,Maruti Suzuki,QA Engineer,Gurgaon,CSR,"['Kubernetes', 'Go', 'Raspberry Pi']",6,19171
INT916,Mahindra,Product Manager,Jhajjar,Cold Chain,"['Phlebotomy', 'Telemedicine Support', 'Raspberry Pi']",12,20697
INT917,HCL,Customer Support,City_350,Hospitality,"['CAM', 'Warehouse Operations', 'SEM']",6,6308
INT918,Wipro,Full Stack Developer,City_288,Hospitality,"['Product Management', 'Social Work', 'Kubernetes', 'Procurement']",6,17322
INT919,Bajaj,Full Stack Developer,City_304,Cloud Services,"['Confluence', 'Linux', 'Employee Engagement']",6,12758
INT920,Bajaj,Data Engineer,Kozhikode,Shared Services,"['Salesforce', 'Remote Sensing', 'Azure', 'CSS', 'Cloud', 'Product Management']",12,10975
INT921,TCS,Operations Associate,Bareilly,Insurance,"['Flask', 'Payroll']",12,11189
INT922,HCL,Technical Support,Sambalpur,Social Welfare,"['Content Writing', 'AWS', 'UI/UX', 'Copywriting']",6,7313
INT923,Bajaj,Operations Associate,City_269,Real Estate,"['C++', 'FSSAI Compliance', 'Communication', 'Lead Generation', 'Inside Sales', 'Data Engineering']",6,13805
INT924,Tata Steel,Marketing Associate,Bikaner,Metals,"['Quality Assurance', 'Inside Sales']",6,23625
INT925,Tata Steel,Supply Chain Analyst,City_319,Telecommunications,"['SolidWorks', 'Adobe XD', 'SPSS']",3,5123
INT926,Tata Steel,Content Strategist,City_202,GovTech,"['UI/UX', 'FSSAI Compliance', 'CI/CD']",3,19172
INT927,Aditya Birla,Network Engineer,Udaipur,Defense,"['Automation Testing', 'Six Sigma', 'Figma', 'Vulnerability Assessment', 'Express']",6,21588
INT928,Tata Steel,Growth Marketer,Vadodara,Dairy,"['Copywriting', 'Store Management', 'ISO 9001', 'Rust', 'Quality Assurance']",3,11793
INT929,L&T,Digital Marketer,Vasai-Virar,Non-Profit,"['SQL', 'CRM', 'VLSI Basics', 'Google Analytics', 'Git']",12,21496
INT930,Maruti Suzuki,Business Analyst,Jamnagar,Research,"['Data Engineering', 'Store Management', 'NoSQL', 'Solar Installation']",6,14748
INT931,Tata Steel,Data Analyst,Ujjain,Ports & Shipping,"['JavaScript', 'FSSAI Compliance', 'GIS', 'Labor Laws']",6,17020
INT932,L&T,Cloud Engineer,City_220,Smart Cities,"['AWS', 'Tally', 'CNC', 'Python', 'Compliance']",3,5451
INT933,Tech Mahindra,Data Analyst,City_126,Industry_005,"['Networking', 'Time Management', 'UAV Operation', 'Auditing', 'Painting']",6,13597
INT934,Reliance,Network Engineer,Coimbatore,GovTech,"['Manual Testing', 'Technical Writing', 'Google Analytics', 'PCB Design', 'Presentation', 'GIS']",12,11844
INT935,Infosys,HR Assistant,Jhajjar,Entertainment,"['Food Processing', 'Presentation', 'Risk Assessment', 'PLC', 'Typing', 'Laboratory Technician']",6,24600
INT936,Maruti Suzuki,Data Scientist,City_132,Gaming,"['L&D', 'SQL', 'Electrical Wiring', 'KYC', 'Welding', 'Google Analytics']",6,5465
INT937,Tech Mahindra,Business Analyst,City_306,Industry_004,"['Azure', 'Recruitment', 'Community Mobilization']",6,14718
INT938,HCL,DevOps Engineer,Ujjain,Industry_010,"['Electronics Repair', 'Jira', 'Bookkeeping']",3,9284
INT939,Infosys,Cloud Engineer,City_281,Sports,"['Remote Sensing', 'Express', 'UAV Operation', 'Statistics', 'Lead Generation', 'VLSI Basics']",6,23428
INT940,Cognizant,Marketing Associate,City_117,Insurance,"['Java', 'EHR Systems']",3,10978
INT941,Aditya Birla,Finance Intern,City_224,Industry_009,"['AWS', 'Cybersecurity', 'Electronics Repair']",12,14967
INT942,Mahindra,Business Analyst,Aizawl,Analytics,"['HubSpot', 'Procurement', 'Cashier']",6,21515
INT943,Tata Steel,Financial Analyst,Navi Mumbai,Public Health,"['Basic Computer Skills', 'Azure', 'STATA', 'Vulnerability Assessment', 'Automation Testing', 'Wind Turbine Basics']",12,20829
INT944,TCS,Marketing Associate,City_337,Panchayati Raj,"['Spring', 'Supply Chain', 'Customer Service', 'React']",6,7524
INT945,Tata Steel,UI/UX Designer,City_131,Food & Beverage,"['Inventory Management', 'Branding', 'Six Sigma', 'Risk Assessment']",12,24643
INT946,L&T,Full Stack Developer,City_139,Dairy,"['Microfinance', 'Food Processing']",6,21885
INT947,Reliance,Automation Tester,City_228,Marketing Services,"['CNC', 'Community Mobilization', 'Zoho', 'Supply Chain']",3,22746
INT948,HCL,Software Developer,City_318,Textiles,"['SIEM', 'Procurement', 'R']",3,22793
INT949,TCS,Operations Associate,Ambattur,Horticulture,"['Operations', 'Inventory Management']",3,5242
INT950,Infosys,Copywriter,City_166,Solar,"['Insurance Underwriting', 'Automation Testing', 'Pharmacy Assistance', 'Critical Thinking']",6,14102
INT951,ICICI Bank,Financial Analyst,City_341,Social Welfare,"['Inside Sales', 'Field Sales', 'Microfinance', 'Field Survey', 'Auditing']",6,16536
INT952,Infosys,Growth Marketer,Aizawl,Insurance,"['Compliance', 'Requirements Gathering', 'Java', 'Angular', 'Operations']",12,19627
INT953,ICICI Bank,HR Assistant,City_213,Disaster Management,"['SEM', 'Packaging', 'Vue']",6,7336
INT954,Reliance,Content Writer,City_181,Insurance,"['Excel', 'CI/CD', 'GitHub', 'Jira']",6,13520
INT955,Infosys,Technical Support,City_263,Entertainment,"['Lean', 'Content Writing', 'Java', 'Azure', 'SIEM', 'MS Word']",6,22511
INT956,Reliance,Software Developer,City_263,Industry_014,"['Sales', 'Lean', 'HTML']",12,7081
INT957,Mahindra,Software Developer,City_126,Fisheries,"['CSS', 'Carpentry', 'Copywriting']",6,10042
INT958,Cognizant,UI/UX Designer,City_263,Cybersecurity,"['Django', 'GitHub', 'CSS', 'Nursing Assistance', 'CRM']",12,6589
INT959,L&T,Supply Chain Analyst,City_274,Shared Services,"['IoT', 'Community Mobilization']",6,7266
INT960,HCL,Project Manager,City_343,Sports,"['Industrial Safety', 'CSR Implementation']",6,7169
INT961,Tech Mahindra,Supply Chain Analyst,City_244,Gaming,"['PLC', 'Presentation', 'Cloud', 'Business Analysis', 'Salesforce']",3,23194
INT962,HDFC Bank,ML Engineer,Palwal,Wind,"['Embedded Systems', 'Business Analysis', 'Basic Computer Skills', 'C', 'Copywriting']",6,6384
INT963,Mahindra,UI/UX Designer,City_182,Industry_011,"['Microfinance', 'Phlebotomy', 'Public Speaking', 'Copywriting', 'Time Management']",3,23777
INT964,ICICI Bank,Financial Analyst,City_328,Analytics,"['3D Printing', 'Scrum', 'Food Processing']",3,16035
INT965,Bajaj,Content Strategist,City_322,Industry_012,"['CSS', 'AWS', 'Drones', 'Compliance', 'Python', 'Git']",12,13223
INT966,HDFC Bank,DevOps Engineer,City_334,Education,"['Deep Learning', 'Accounting', 'MS Word']",12,9584
INT967,ICICI Bank,HR Assistant,City_144,Advertising,"['Six Sigma', 'Networking']",6,10032
INT968,TCS,Product Manager,Moradabad,CSR,"['Food Safety', 'JMeter', 'Lean', 'SEO', 'MS Excel']",6,20082
INT969,ICICI Bank,Supply Chain Analyst,City_188,Biotechnology,"['Spring', 'Adaptability', 'Payroll', 'Claims Processing']",6,22127
